user,total_logons,off_hours_ratio,weekend_ratio,unique_pc_count,hour_variance,device_connects,device_disconnects,missing_disconnects,file_operations,suspicious_file_ops,removable_media_ops,off_hours_ratio_normalized,weekend_ratio_normalized,unique_pc_count_normalized,hour_variance_normalized,missing_disconnects_normalized,suspicious_file_ops_normalized,removable_media_ops_normalized,risk_score,risk_level
JOA0305,1040,0.0,0.0,24,3.4048010906901993,724,712,12,2611,1775,0,0.0,0.0,0.01957585644371941,0.4362000435052223,0.41379310344827586,0.21063249080337013,0,0.22717085399775794,low
JYB0262,912,0.5526315789473685,0.01425438596491228,33,5.692004443252777,142,140,2,620,176,0,0.5526315789473685,0.046418128654970754,0.026916802610114192,0.7292210380711175,0.06896551724137931,0.020885249792334165,0,0.2786632394199161,low
KBP0899,1028,0.08365758754863813,0.06809338521400778,79,4.750828792458667,135,132,3,2795,1890,0,0.08365758754863813,0.2217399980045894,0.06443719412724307,0.6086439914574415,0.10344827586206896,0.22427910288358846,0,0.24172638521627174,low
KWR1544,712,0.0,0.0,1,4.435830135923737,0,0,0,5,0,0,0.0,0.0,0.0008156606851549756,0.5682884981335218,0.0,0.0,0,0.04674157007727665,low
MHS1125,712,0.0,0.0,1,4.00281195113815,0,0,0,26,0,0,0.0,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.04219179810988622,low
MJH3822,712,0.5,0.0,1,5.003514938922687,0,0,0,18,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
MYB3817,992,0.3588709677419355,0.0,1,4.275492612802205,0,0,0,52,0,0,0.3588709677419355,0.0,0.0008156606851549756,0.5477471411795524,0.0,0.0,0,0.16278707755176816,low
NBH3076,712,0.5,0.0,1,5.003514938922687,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
NHW0864,712,0.0,0.0,1,4.00281195113815,0,0,0,4,0,0,0.0,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.04219179810988622,low
NNB3989,712,0.0,0.0,1,4.422870105983115,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5666281469196474,0.0,0.0,0,0.04660539754921162,low
REF3266,1114,0.08168761220825853,0.00718132854578097,17,4.006606564500606,138,138,0,2678,1695,0,0.08168761220825853,0.023385351931132902,0.013866231647634585,0.5132992827458225,0.0,0.20113919544321823,0,0.1574878506230669,low
RKH3803,712,0.5,0.0,1,5.003514938922687,0,0,0,27,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
RVH0535,1157,0.0,0.0,80,3.3012900551916196,418,411,7,1581,1048,0,0.0,0.0,0.06525285481239804,0.4229389110674979,0.2413793103448276,0.1243621692179898,0,0.15577740336466786,low
SFL0092,712,0.0,0.0,1,3.9742945171744872,0,0,0,89,0,0,0.0,0.0,0.0008156606851549756,0.5091596822011872,0.0,0.0,0,0.041892162144957806,low
SGP1124,997,0.0,0.0,1,3.4151643404286243,0,0,0,79,0,0,0.0,0.0,0.0008156606851549756,0.4375277128363667,0.0,0.0,0,0.03601731694523479,low
TAC3425,712,0.0,0.0,1,4.429360435667443,0,0,0,18,0,0,0.0,0.0,0.0008156606851549756,0.567459643977848,0.0,0.0,0,0.04667359219113295,low
TPM0039,712,0.47331460674157305,0.0,1,4.97935159464902,0,0,0,38,0,0,0.47331460674157305,0.0,0.0008156606851549756,0.6379207843161869,0.0,0.0,0,0.20772666075645893,low
TWK1773,2844,0.6529535864978903,0.0,919,7.514043066096457,0,0,0,40,0,0,0.6529535864978903,0.0,0.7495921696574225,0.9626482795994903,0.0,0.0,0,0.4161115599804413,medium
AMJ3174,382,0.0,0.0,1,4.410471766483913,0,0,0,30,0,0,0.0,0.0,0.0008156606851549756,0.5650397556788985,0.0,0.0,0,0.046475126767342285,low
BCC0456,712,0.5,0.0,1,5.003514938922687,0,0,0,201,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
CDS3824,711,0.43741209563994377,0.0,1,4.945868904760217,0,0,0,4,0,0,0.43741209563994377,0.0,0.0008156606851549756,0.6336312089791422,0.0,0.0,0,0.19559677826410285,low
CZT2970,712,0.0,0.0,1,3.9667781461881066,0,0,0,33,0,0,0.0,0.0,0.0008156606851549756,0.5081967356842159,0.0,0.0,0,0.04181318676883758,low
DAB2580,754,0.4880636604774536,0.0,22,4.979694998193944,0,0,0,20,0,0,0.4880636604774536,0.0,0.01794453507340946,0.6379647788513287,0.0,0.0,0,0.21537842667968574,low
DAB3255,797,0.0,0.0,79,3.2520861204738307,0,0,0,16,0,0,0.0,0.0,0.06443719412724307,0.4166352363761294,0.0,0.0,0,0.04473958524498965,low
DCM3288,712,0.5,0.0,1,5.503866432814956,0,0,0,13,0,0,0.5,0.0,0.0008156606851549756,0.7051180710689164,0.0,0.0,0,0.22199213306613824,low
DNN0488,712,0.49157303370786515,0.0,1,4.995912455527448,0,0,0,0,0,0,0.49157303370786515,0.0,0.0008156606851549756,0.6400424495892058,0.0,0.0,0,0.21389047541951228,low
DTC2566,906,0.3984547461368653,0.0,84,4.657246425038586,0,0,0,55,0,0,0.3984547461368653,0.0,0.06851549755301795,0.5966548526934834,0.0,0.0,0,0.19088865925220733,low
EBD2562,1172,0.25597269624573377,0.0,83,4.053100423890416,391,389,2,1235,792,0,0.25597269624573377,0.0,0.06769983686786298,0.5192557609506769,0.06896551724137931,0.09398362406550374,0,0.1931732542193394,low
GWM3260,1383,0.09761388286334056,0.005061460592913955,111,4.034706488314656,702,700,2,1346,930,0,0.09761388286334056,0.01648219218718134,0.09053833605220228,0.516899254569051,0.06896551724137931,0.11035955856176576,0,0.15419426421310115,low
GZM3990,991,0.0,0.0,1,3.857654617627893,0,0,0,33,0,0,0.0,0.0,0.0008156606851549756,0.49421656866783387,0.0,0.0,0,0.04066661327915416,low
HHM0869,1289,0.12024825446082234,0.0062063615205585725,71,4.260518149136621,0,0,0,20,0,0,0.12024825446082234,0.020210459310536888,0.05791190864600326,0.5458287143674089,0.0,0.0,0,0.09702835790835662,low
HJD3439,1085,0.0,0.0,41,3.7187758915604197,3045,3026,19,471,299,0,0.0,0.0,0.033442088091353996,0.4764243673794169,0.6551724137931034,0.035481191408567696,0,0.2203093925055517,low
JRA0522,712,0.0,0.0,1,3.9792876154155836,0,0,0,18,0,0,0.0,0.0,0.0008156606851549756,0.5097993641126938,0.0,0.0,0,0.04194462520356819,low
KDC2976,712,0.0,0.0,1,3.9817788399321774,0,0,0,14,0,0,0.0,0.0,0.0008156606851549756,0.5101185229162699,0.0,0.0,0,0.041970800786646036,low
KGD3278,712,0.5,0.0,1,5.503866432814956,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.7051180710689164,0.0,0.0,0,0.22199213306613824,low
MBR3261,712,0.0,0.0,1,4.00281195113815,0,0,0,10,0,0,0.0,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.04219179810988622,low
MPB2578,868,0.48847926267281105,0.014976958525345621,1,5.750493167628792,2489,2481,8,7908,5349,0,0.48847926267281105,0.04877112135176651,0.0008156606851549756,0.7367142170962131,0.27586206896551724,0.6347454610181559,0,0.5569687579007693,medium
PGM0342,991,0.0,0.0,1,3.859409968732352,0,0,0,89,0,0,0.0,0.0,0.0008156606851549756,0.4944414523564069,0.0,0.0,0,0.04068505695549064,low
RAH3181,382,0.0,0.0,1,4.505901641880259,0,0,0,28,0,0,0.0,0.0,0.0008156606851549756,0.5772655846453554,0.0,0.0,0,0.04747781946521327,low
RMD0792,870,0.5241379310344828,0.0,38,5.463503791731208,3050,3038,12,867,540,0,0.5241379310344828,0.0,0.03099510603588907,0.6999470830059552,0.41379310344827586,0.06407974368102527,0,0.36252506916259764,medium
SHB2106,712,0.5,0.0,1,5.990009269565389,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.7673993970236449,0.0,0.0,0,0.22710009187366498,low
TBL2581,1278,0.3161189358372457,0.003912363067292645,109,4.4467138092344545,380,377,3,559,336,0,0.3161189358372457,0.012740259219132459,0.08890701468189233,0.5696828406061591,0.10344827586206896,0.03987184051263795,0,0.2089032893868213,low
TCB0061,1246,0.0,0.0,107,3.235345354886918,0,0,0,105,0,0,0.0,0.0,0.08727569331158239,0.4144905229309626,0.0,0.0,0,0.04830985474035088,low
TKE3293,1166,0.4176672384219554,0.009433962264150943,33,5.231220736043429,135,134,1,346,151,0,0.4176672384219554,0.030720851475568453,0.026916802610114192,0.6701885519500351,0.034482758620689655,0.017918594992286697,0,0.21727013336145576,low
TRW3172,712,0.0,0.0,1,4.434716019571515,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5681457650961534,0.0,0.0,0,0.04672986392837609,low
VSJ2569,348,0.5,0.0,1,5.00719942777498,0,0,0,78,0,0,0.5,0.0,0.0008156606851549756,0.6414884599887201,0.0,0.0,0,0.2167735956096165,low
XSF3982,720,0.0,0.0,5,4.476487578968671,404,402,2,5983,3932,0,0.0,0.0,0.004078303425774877,0.5734972542260593,0.06896551724137931,0.46659546695146553,0,0.25600988589538787,low
AVT0526,688,0.0,0.0,1,4.002910149530097,0,0,0,73,0,0,0.0,0.0,0.0008156606851549756,0.512825723108122,0.0,0.0,0,0.04219282989170653,low
CCB3173,712,0.0,0.0,1,4.420631038271498,0,0,0,12,0,0,0.0,0.0,0.0008156606851549756,0.5663412927372139,0.0,0.0,0,0.04658187140674153,low
CCL3272,712,0.5,0.0,1,5.479471082497048,0,0,0,3,0,0,0.5,0.0,0.0008156606851549756,0.7019927040984073,0.0,0.0,0,0.2217358083090936,low
CKH0799,711,0.5007032348804501,0.0,1,5.003514938922687,0,0,0,0,0,0,0.5007032348804501,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.21696558350192044,low
CMH3077,712,0.5,0.0,1,5.003514938922687,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
EGP2104,712,0.5,0.0,1,6.004217926707224,0,0,0,33,0,0,0.5,0.0,0.0008156606851549756,0.7692197138933634,0.0,0.0,0,0.22724938387162164,low
EKM0863,712,0.0,0.0,1,3.9941819818737967,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5117075294133981,0.0,0.0,0,0.04210112202833127,low
GJS0494,712,0.44662921348314605,0.0,1,4.954926501845946,0,0,0,0,0,0,0.44662921348314605,0.0,0.0008156606851549756,0.6347916069400247,0.0,0.0,0,0.19871568903030123,low
GOR0861,712,0.0,0.0,1,3.9892312948412627,0,0,0,8,0,0,0.0,0.0,0.0008156606851549756,0.5110732809385381,0.0,0.0,0,0.042049104589176614,low
HTR1551,820,0.05121951219512195,0.05121951219512195,17,4.790829977953886,0,0,0,4,0,0,0.05121951219512195,0.1667917448405253,0.013866231647634585,0.6137686722797617,0.0,0.0,0,0.09677380243604643,low
HYK3300,991,0.35923309788092833,0.0,1,4.728822789626432,1083,1077,6,2752,1885,0,0.35923309788092833,0.0,0.0008156606851549756,0.6058247314956646,0.20689655172413793,0.22368577192357897,0,0.31030164177188563,medium
IIW0036,999,0.31931931931931934,0.0,1,4.22753716332108,0,0,0,95,0,0,0.31931931931931934,0.0,0.0008156606851549756,0.5416034139564919,0.0,0.0,0,0.14930800246206463,low
IMH2964,712,0.0,0.0,1,3.961749337579131,0,0,0,26,0,0,0.0,0.0,0.0008156606851549756,0.5075524788023638,0.0,0.0,0,0.04176034849727672,low
JNM0905,712,0.0,0.0,1,4.4893733029070795,0,0,0,9,0,0,0.0,0.0,0.0008156606851549756,0.575148085858456,0.0,0.0,0,0.04730415430294084,low
JRM0871,582,0.0,0.0,1,4.003440860851314,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5128937142462936,0.0,0.0,0,0.0421984061367163,low
JSR3988,712,0.0,0.0,1,4.5031634450304185,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5769147854200226,0.0,0.0,0,0.04744904891536958,low
JTV1040,712,0.5,0.0,1,5.003514938922687,0,0,0,46,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
JUG0498,60,0.5,0.0,1,5.042194840896108,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6459718351754993,0.0,0.0,0,0.21714129644805727,low
KDT3290,1018,0.35952848722986247,0.0,13,4.707611941378591,0,0,0,2,0,0,0.35952848722986247,0.0,0.010603588907014683,0.6031073413509689,0.0,0.0,0,0.1691486091048136,low
KHP1043,712,0.43679775280898875,0.0,1,4.945861032078304,0,0,0,35,0,0,0.43679775280898875,0.0,0.0008156606851549756,0.6336302003844838,0.0,0.0,0,0.1953951559774167,low
LAC0994,712,0.0,0.0,1,3.9363884965299194,0,0,0,82,0,0,0.0,0.0,0.0008156606851549756,0.5043034197018944,0.0,0.0,0,0.04149387921785771,low
MCQ1546,712,0.0,0.0,1,4.4780191713929876,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5736934714688069,0.0,0.0,0,0.04718485513470277,low
NHR1220,711,0.4120956399437412,0.0,1,4.922393302547435,0,0,0,0,0,0,0.4120956399437412,0.0,0.0008156606851549756,0.6306236739032969,0.0,0.0,0,0.1870448727208284,low
NKD3073,1196,0.298494983277592,0.0,91,4.068485225768596,0,0,0,169,0,0,0.298494983277592,0.0,0.07422512234910278,0.5212267575140095,0.0,0.0,0,0.15284650272071734,low
PJF2579,712,0.4943820224719101,0.0,1,4.998449482246276,0,0,0,19,0,0,0.4943820224719101,0.0,0.0008156606851549756,0.6403674762605589,0.0,0.0,0,0.21483864114228018,low
REC2555,712,0.5,0.0,1,5.003514938922687,0,0,0,32,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
RGB0901,712,0.0,0.0,1,4.5031634450304185,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5769147854200226,0.0,0.0,0,0.04744904891536958,low
SHS3176,712,0.0,0.0,1,4.41549101067752,0,0,0,123,0,0,0.0,0.0,0.0008156606851549756,0.5656827872326656,0.0,0.0,0,0.04652786454448868,low
SJC3900,1218,0.2914614121510673,0.0,105,4.06247922086242,141,141,0,702,454,0,0.2914614121510673,0.0,0.08564437194127243,0.5204573088644159,0.0,0.05387445116886199,0,0.1744414415060162,low
SLS2992,712,0.0,0.0,1,3.979287615415584,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5097993641126938,0.0,0.0,0,0.04194462520356819,low
SLV2969,1062,0.0,0.0,38,3.428617970934039,0,0,0,433,0,0,0.0,0.0,0.03099510603588907,0.43925130080977615,0.0,0.0,0,0.041108967434033625,low
SOH3595,712,0.0,0.0,1,4.00281195113815,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.04219179810988622,low
TKS1549,1095,0.062100456621004566,0.0045662100456621,15,4.256141397141743,736,726,10,758,505,0,0.062100456621004566,0.014869453225617607,0.012234910277324634,0.5452679945603701,0.3448275862068966,0.059926426960958824,0,0.17895464565820637,low
UNB3986,620,0.0,0.0,1,4.503633428125262,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5769749964693488,0.0,0.0,0,0.04745398708190668,low
WET2108,712,0.5,0.0,1,6.004217926707224,0,0,0,22,0,0,0.5,0.0,0.0008156606851549756,0.7692197138933634,0.0,0.0,0,0.22724938387162164,low
WHL3282,712,0.5,0.0,1,5.482050252088041,0,0,0,7,0,0,0.5,0.0,0.0008156606851549756,0.7023231298289662,0.0,0.0,0,0.2217629079412027,low
WSH1130,712,0.0,0.0,1,4.00281195113815,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.04219179810988622,low
ABG3605,712,0.0,0.0,1,3.9567061496170948,0,0,0,64,0,0,0.0,0.0,0.0008156606851549756,0.5069063797352376,0.0,0.0,0,0.04170735914019622,low
ASF1136,712,0.0,0.0,1,3.9667781461881066,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5081967356842159,0.0,0.0,0,0.04181318676883758,low
CCD3168,382,0.0,0.0,1,4.505901641880259,0,0,0,48,0,0,0.0,0.0,0.0008156606851549756,0.5772655846453554,0.0,0.0,0,0.04747781946521327,low
CCG3254,712,0.0,0.0,1,3.9158362890732614,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5016704101521632,0.0,0.0,0,0.04127793480572962,low
CSC3074,712,0.41713483146067415,0.0,1,4.927621130638126,0,0,0,0,0,0,0.41713483146067415,0.0,0.0008156606851549756,0.6312934278125143,0.0,0.0,0,0.18875294499635634,low
DFC3287,712,0.5,0.0,1,5.382141189221734,0,0,0,10,0,0,0.5,0.0,0.0008156606851549756,0.6895234577165448,0.0,0.0,0,0.22071315190441537,low
DNS1768,3193,0.5916066395239586,0.0018791105543376136,935,7.125852109977223,0,0,0,100,0,0,0.5916066395239586,0.006119154882073767,0.7626427406199021,0.9129158848318363,0.0,0.0,0,0.3950518703178191,medium
GLN2107,1037,0.351976856316297,0.0,22,5.107174852855728,351,349,2,1354,441,0,0.351976856316297,0.0,0.01794453507340946,0.6542966339783598,0.06896551724137931,0.05233179067283731,0,0.21050186869562904,low
HBC0081,777,0.31917631917631917,0.006435006435006435,75,4.377141674276585,205,205,0,615,395,0,0.31917631917631917,0.020955020955020952,0.061174551386623165,0.5607697301227441,0.0,0.04687314584074997,0,0.18339214692555567,low
HJH2977,712,0.0,0.0,1,4.00281195113815,0,0,0,5,0,0,0.0,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.04219179810988622,low
IAS0857,868,0.1728110599078341,0.01152073732718894,1,5.093469881985326,0,0,0,7,0,0,0.1728110599078341,0.03751624719366655,0.0008156606851549756,0.6525408459805667,0.0,0.0,0,0.11649710993093283,low
IHW2112,991,0.35923309788092833,0.0,1,5.164431752794941,0,0,0,87,0,0,0.35923309788092833,0.0,0.0008156606851549756,0.6616320000039257,0.0,0.0,0,0.17224606292140976,low
KAB1420,712,0.5,0.0,1,5.003514938922687,0,0,0,39,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
KAC0579,712,0.47752808988764045,0.0,1,4.9831841629083105,0,0,0,21,0,0,0.47752808988764045,0.0,0.0008156606851549756,0.6384117869906193,0.0,0.0,0,0.20914919332882367,low
KDB0266,712,0.39185393258426965,0.0,1,4.897647057146561,0,0,0,13,0,0,0.39185393258426965,0.0,0.0008156606851549756,0.6274533526325575,0.0,0.0,0,0.18014442393599162,low
LEB1764,3180,0.5924528301886792,0.0006289308176100629,962,7.219405883563711,1000,1000,0,2662,1731,0,0.5924528301886792,0.002048056765037897,0.7846655791190864,0.9249013603475973,0.0,0.20541117835528658,0,0.4834903090959887,medium
LLJ3179,382,0.0,0.0,1,4.505901641880259,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5772655846453554,0.0,0.0,0,0.04747781946521327,low
MDG3281,712,0.5,0.0,1,5.483338841575498,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.702488215182124,0.0,0.0,0,0.221776447299441,low
MGG0080,870,0.5482758620689655,0.014942528735632184,27,5.6475363547566895,0,0,0,160,0,0,0.5482758620689655,0.04865900383141762,0.02202283849918434,0.7235240879057685,0.0,0.0,0,0.25079898268700435,low
NHH3276,228,0.5,0.0,1,5.512101224750347,0,0,0,3,0,0,0.5,0.0,0.0008156606851549756,0.7061730568095801,0.0,0.0,0,0.22207865697395865,low
OJB1538,712,0.0,0.0,1,4.5006632394535275,0,0,0,9,0,0,0.0,0.0,0.0008156606851549756,0.5765944760238603,0.0,0.0,0,0.04742277896725623,low
REK1037,1237,0.29345189975747776,0.0,106,4.058991772682465,0,0,0,222,0,0,0.29345189975747776,0.0,0.0864600326264274,0.5200105206358824,0.0,0.0,0,0.1530992092225643,low
ZMH1543,712,0.0,0.0,1,4.499411957132478,0,0,0,12,0,0,0.0,0.0,0.0008156606851549756,0.5764341702120549,0.0,0.0,0,0.04740963159971456,low
AFB0904,1207,0.0,0.0,95,3.6240290310011973,714,706,8,2920,2003,0,0.0,0.0,0.07748776508972267,0.4642860416455227,0.27586206896551724,0.23768838257980301,0,0.21613141634913408,low
AMM3906,712,0.5,0.0,1,5.003514938922687,0,0,0,34,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
ARC1223,712,0.39185393258426965,0.0,1,4.903954137056444,0,0,0,95,0,0,0.39185393258426965,0.0,0.0008156606851549756,0.6282613729714267,0.0,0.0,0,0.18021069315141566,low
ATR2560,712,0.5,0.0,1,5.003514938922687,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
AZB1225,712,0.5,0.0,1,5.003514938922687,0,0,0,55,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
BCG1029,712,0.49859550561797755,0.0,1,5.002249647987945,0,0,0,86,0,0,0.49859550561797755,0.0,0.0008156606851549756,0.6408543277440055,0.0,0.0,0,0.21626083325765835,low
BJH3294,712,0.5,0.0,1,5.488486575040593,0,0,0,9,0,0,0.5,0.0,0.0008156606851549756,0.7031477079106618,0.0,0.0,0,0.22183053512816966,low
CSP3434,712,0.0,0.0,1,4.5031634450304185,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5769147854200226,0.0,0.0,0,0.04744904891536958,low
CWC0490,1073,0.33737185461323393,0.0,39,4.220410464551558,0,0,0,101,0,0,0.33737185461323393,0.0,0.03181076672104405,0.5406903896033765,0.0,0.0,0,0.16023946827659055,low
CXK3433,712,0.0,0.0,1,4.44742389741682,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5697738122922548,0.0,0.0,0,0.046863387065318285,low
DGG3429,740,0.0,0.0,42,4.314494528475297,132,131,1,622,98,0,0.0,0.0,0.03425774877650897,0.552743802323696,0.034482758620689655,0.01162928681618607,0,0.0642052167831639,low
DMC1766,2822,0.6420978029766123,0.0,909,7.369518659304102,0,0,0,56,0,0,0.6420978029766123,0.0,0.7414355628058727,0.9441327919538927,0.0,0.0,0,0.4096937911567685,medium
GMI1134,1265,0.05928853754940711,0.006324110671936759,87,3.811000415994593,0,0,0,165,0,0,0.05928853754940711,0.02059389885476842,0.07096247960848287,0.4882395485012838,0.0,0.0,0,0.07451051307224815,low
HES2103,817,0.554467564259486,0.014687882496940025,13,6.480495816323918,0,0,0,41,0,0,0.554467564259486,0.047829771207984186,0.010603588907014683,0.8302372096699707,0.0,0.0,0,0.25957311482924394,low
HHG1038,712,0.5,0.0,1,5.003514938922687,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
JAA0897,712,0.0,0.0,1,4.471683402107047,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5728817756414873,0.0,0.0,0,0.04711828447669843,low
JLR0313,719,0.0,0.0,5,3.9010665323972957,133,129,4,458,246,0,0.0,0.0,0.004078303425774877,0.49977820901235687,0.13793103448275862,0.02919188323246707,0,0.08756562011679159,low
LGR1036,712,0.3904494382022472,0.0,1,4.902632126396887,0,0,0,0,0,0,0.3904494382022472,0.0,0.0008156606851549756,0.6280920059241739,0.0,0.0,0,0.17973604818773423,low
MFB0040,712,0.5,0.0,1,5.003514938922687,0,0,0,160,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
MTC0855,1015,0.0,0.0,19,3.4098217985654666,0,0,0,25,0,0,0.0,0.0,0.015497553017944535,0.43684326257596534,0.0,0.0,0,0.038369432230567935,low
NTE3084,712,0.49297752808988765,0.0,1,4.997181327539561,0,0,0,62,0,0,0.49297752808988765,0.0,0.0008156606851549756,0.6402050088730358,0.0,0.0,0,0.2143645620493015,low
OTD1228,866,0.4284064665127021,0.0,76,4.7609891109244735,0,0,0,38,0,0,0.4284064665127021,0.0,0.06199021207177814,0.6099456626090779,0.0,0.0,0,0.2007342387554365,low
PLJ1771,1364,0.5850439882697948,0.0,432,7.053366273996837,2,2,0,24,1,0,0.5850439882697948,0.0,0.3523654159869494,0.9036294907177687,0.0,0.00011866619200189867,0,0.32388506582901394,medium
PVV3999,214,0.028037383177570093,0.0,1,4.051327588868685,638,636,2,93,65,0,0.028037383177570093,0.0,0.0008156606851549756,0.5190286373411007,0.06896551724137931,0.007713302480123413,0,0.07203090118494652,low
REB0123,1181,0.3048264182895851,0.0,80,4.07422363283665,0,0,0,95,0,0,0.3048264182895851,0.0,0.06525285481239804,0.5219619233419283,0.0,0.0,0,0.1535121611197666,low
SYF3607,798,0.0,0.10526315789473684,1,3.9692785391072927,0,0,0,0,0,0,0.0,0.34278002699055327,0.0008156606851549756,0.5085170690814035,0.0,0.0,0,0.09806518063559351,low
WMM3904,712,0.5,0.0,1,5.003514938922687,0,0,0,0,0,0,0.5,0.0,0.0008156606851549756,0.6410164282444696,0.0,0.0,0,0.2167348822606549,low
WTG3411,712,0.0,0.0,1,4.5031634450304185,0,0,0,49,0,0,0.0,0.0,0.0008156606851549756,0.5769147854200226,0.0,0.0,0,0.04744904891536958,low
YBP3978,712,0.0,0.0,1,4.5031634450304185,0,0,0,18,0,0,0.0,0.0,0.0008156606851549756,0.5769147854200226,0.0,0.0,0,0.04744904891536958,low
ACM0100,987,0.0,0.0,1,3.387022586920794,0,0,0,52,0,0,0.0,0.0,0.0008156606851549756,0.4339223820762252,0.0,0.0,0,0.03572162829814821,low
AKS0298,712,0.0,0.0,1,3.9805336706960057,0,0,0,7,0,0,0.0,0.0,0.0008156606851549756,0.5099590002714744,0.0,0.0,0,0.041957717649991635,low
ALS3440,1097,0.08021877848678213,0.02917046490428441,1,4.438631756453591,0,0,0,214,0,0,0.08021877848678213,0.09499100109856719,0.0008156606851549756,0.5686474227709548,0.0,0.0,0,0.08866859134779224,low
BAR3420,1104,0.0,0.0,78,3.6178812271218783,0,0,0,126,0,0,0.0,0.0,0.0636215334420881,0.46349842667237395,0.0,0.0,0,0.04844924491776324,low
BJA1137,712,0.0,0.0,1,4.00281195113815,0,0,0,103,0,0,0.0,0.0,0.0008156606851549756,0.5128131425955756,0.0,0.0,0,0.04219179810988622,low
BTB0489,712,0.4297752808988764,0.0,1,4.939363512075546,0,0,0,81,0,0,0.4297752808988764,0.0,0.0008156606851549756,0.6327977821514101,0.0,0.0,0,0.19302311355930837,low
CFP3418,992,0.0,0.0,1,3.8540179389760785,0,0,0,202,0,0,0.0,0.0,0.0008156606851549756,0.4937506620424884,0.0,0.0,0,0.0406284022774785,low
DCB3597,458,0.0,0.0,1,3.9578585257157926,0,0,0,0,0,0,0.0,0.0,0.0008156606851549756,0.5070540143520617,0.0,0.0,0,0.04171946728866195,low
DZG0889,1284,0.0514018691588785,0.002336448598130841,106,4.067488977331295,0,0,0,129,0,0,0.0514018691588785,0.007608435178528636,0.0864600326264274,0.5210991249151828,0.0,0.0,0,0.07503024432307666,low
GBB3816,999,0.35035035035035034,0.0,1,4.263900112669636,0,0,0,4,0,0,0.35035035035035034,0.0,0.0008156606851549756,0.5462619886177809,0.0,0.0,0,0.1598700242307754,low
GBH1126,980,0.0,0.0,1,3.4578731110657546,0,0,0,169,0,0,0.0,0.0,0.0008156606851549756,0.44299927111943643,0.0,0.0,0,0.03646606291996271,low
GFJ2582,1309,0.3147440794499618,0.004583651642475172,109,4.319167864517575,142,142,0,215,85,0,0.3147440794499618,0.014926250220367868,0.08890701468189233,0.5533425184691207,0.0,0.010086626320161387,0,0.16980390571885046,low
